month,geo,programme,seniority,skill,n
2026-08,nl,informatica,all,embedded,2
2026-08,nl,informatica,all,erp,2
2026-08,nl,informatica,all,etl,2
2026-08,nl,informatica,all,excel,1
2026-08,nl,informatica,all,gcp,1
2026-08,nl,informatica,all,git,2
2026-08,nl,informatica,all,golang,3
2026-08,nl,informatica,all,html-css,1
2026-08,nl,informatica,all,java,10
2026-08,nl,informatica,all,javascript,4
2026-08,nl,informatica,all,kotlin,2
2026-08,nl,informatica,all,kubernetes,4
2026-08,nl,informatica,all,linux,6
2026-08,nl,informatica,all,machine-learning,4
2026-08,nl,informatica,all,nodejs,3
2026-08,nl,informatica,all,nosql,1
2026-08,nl,informatica,all,php,2
2026-08,nl,informatica,all,plc,2
2026-08,nl,informatica,all,python,7
2026-08,nl,informatica,all,react,4
2026-08,nl,informatica,all,requirements,2
2026-08,nl,informatica,all,rest-api,1
2026-08,nl,informatica,all,spark,5
2026-08,nl,informatica,all,spring,3
2026-08,nl,informatica,all,sql,6
2026-08,nl,informatica,all,stakeholder-management,2
2026-08,nl,informatica,all,terraform,3
2026-08,nl,informatica,all,typescript,5
2026-08,nl,informatica,all,ux-design,1
2026-08,nl,informatica,all,vue,1
2026-08,nl,informatica,entry,plc,1
2026-08,nl,informatica,junior,plc,1
2026-08,nl,informatica,medior,cybersecurity,1
2026-08,nl,informatica,medior,java,1
2026-08,nl,informatica,medior,php,1
2026-08,nl,informatica,medior,spring,1
2026-08,nl,informatica,medior,typescript,1
2026-08,nl,informatica,senior,agile-scrum,1
2026-08,nl,informatica,senior,ai-llm,7
2026-08,nl,informatica,senior,angular,1
2026-08,nl,informatica,senior,aws,3
2026-08,nl,informatica,senior,azure,4
2026-08,nl,informatica,senior,ci-cd,2
2026-08,nl,informatica,senior,csharp,1
2026-08,nl,informatica,senior,cybersecurity,3
2026-08,nl,informatica,senior,docker,1
2026-08,nl,informatica,senior,dotnet,1
2026-08,nl,informatica,senior,embedded,1
2026-08,nl,informatica,senior,erp,1
2026-08,nl,informatica,senior,etl,1
2026-08,nl,informatica,senior,excel,1
2026-08,nl,informatica,senior,gcp,1
2026-08,nl,informatica,senior,git,1
2026-08,nl,informatica,senior,golang,2
2026-08,nl,informatica,senior,java,3
2026-08,nl,informatica,senior,javascript,1
2026-08,nl,informatica,senior,kubernetes,3
2026-08,nl,informatica,senior,machine-learning,1
2026-08,nl,informatica,senior,nodejs,1
2026-08,nl,informatica,senior,python,3
2026-08,nl,informatica,senior,react,1
2026-08,nl,informatica,senior,rest-api,1
2026-08,nl,informatica,senior,spark,2
2026-08,nl,informatica,senior,spring,1
2026-08,nl,informatica,senior,sql,1
2026-08,nl,informatica,senior,terraform,1
2026-08,nl,informatica,senior,typescript,2
2026-08,nl,informatica,unknown,agile-scrum,1
2026-08,nl,informatica,unknown,ai-llm,3
2026-08,nl,informatica,unknown,aws,3
2026-08,nl,informatica,unknown,azure,11
2026-08,nl,informatica,unknown,ci-cd,1
2026-08,nl,informatica,unknown,cpp,3
2026-08,nl,informatica,unknown,csharp,1
2026-08,nl,informatica,unknown,cybersecurity,10
2026-08,nl,informatica,unknown,dotnet,5
2026-08,nl,informatica,unknown,dutch-language,1
2026-08,nl,informatica,unknown,embedded,1
2026-08,nl,informatica,unknown,erp,1
2026-08,nl,informatica,unknown,etl,1
2026-08,nl,informatica,unknown,git,1
2026-08,nl,informatica,unknown,golang,1
2026-08,nl,informatica,unknown,html-css,1
2026-08,nl,informatica,unknown,java,6
2026-08,nl,informatica,unknown,javascript,3
2026-08,nl,informatica,unknown,kotlin,2
2026-08,nl,informatica,unknown,kubernetes,1
2026-08,nl,informatica,unknown,linux,6
2026-08,nl,informatica,unknown,machine-learning,3
2026-08,nl,informatica,unknown,nodejs,2
2026-08,nl,informatica,unknown,nosql,1
2026-08,nl,informatica,unknown,php,1
2026-08,nl,informatica,unknown,plc,1
2026-08,nl,informatica,unknown,python,4
2026-08,nl,informatica,unknown,react,3
2026-08,nl,informatica,unknown,requirements,2
2026-08,nl,informatica,unknown,spark,3
2026-08,nl,informatica,unknown,spring,1
2026-08,nl,informatica,unknown,sql,5
2026-08,nl,informatica,unknown,stakeholder-management,2
2026-08,nl,informatica,unknown,terraform,2
2026-08,nl,informatica,unknown,typescript,2
2026-08,nl,informatica,unknown,ux-design,1
2026-08,nl,informatica,unknown,vue,1
2026-08,nl,technische-informatica,all,aws,2
2026-08,nl,technische-informatica,all,azure,14
2026-08,nl,technische-informatica,all,ci-cd,3
2026-08,nl,technische-informatica,all,cpp,1
2026-08,nl,technische-informatica,all,cybersecurity,15
2026-08,nl,technische-informatica,all,data-modelling,1
2026-08,nl,technische-informatica,all,docker,1
2026-08,nl,technische-informatica,all,dutch-language,1
2026-08,nl,technische-informatica,all,embedded,1
2026-08,nl,technische-informatica,all,erp,1
2026-08,nl,technische-informatica,all,etl,2
2026-08,nl,technische-informatica,all,excel,1
2026-08,nl,technische-informatica,all,git,1
2026-08,nl,technische-informatica,all,golang,3
2026-08,nl,technische-informatica,all,java,1
2026-08,nl,technische-informatica,all,kubernetes,3
2026-08,nl,technische-informatica,all,linux,3
2026-08,nl,technische-informatica,all,python,3
2026-08,nl,technische-informatica,all,requirements,4
2026-08,nl,technische-informatica,all,spark,3
2026-08,nl,technische-informatica,all,sql,4
2026-08,nl,technische-informatica,all,stakeholder-management,2
2026-08,nl,technische-informatica,all,terraform,3
2026-08,nl,technische-informatica,all,windows-server,1
2026-08,nl,technische-informatica,medior,cybersecurity,1
2026-08,nl,technische-informatica,senior,aws,1
2026-08,nl,technische-informatica,senior,azure,4
2026-08,nl,technische-informatica,senior,ci-cd,2
2026-08,nl,technische-informatica,senior,cybersecurity,3
2026-08,nl,technische-informatica,senior,data-modelling,1
2026-08,nl,technische-informatica,senior,docker,1
2026-08,nl,technische-informatica,senior,etl,1
2026-08,nl,technische-informatica,senior,excel,1
2026-08,nl,technische-informatica,senior,golang,2
2026-08,nl,technische-informatica,senior,kubernetes,2
2026-08,nl,technische-informatica,senior,python,1
2026-08,nl,technische-informatica,senior,sql,1
2026-08,nl,technische-informatica,senior,stakeholder-management,1
2026-08,nl,technische-informatica,senior,terraform,1
2026-08,nl,technische-informatica,unknown,aws,1
2026-08,nl,technische-informatica,unknown,azure,10
2026-08,nl,technische-informatica,unknown,ci-cd,1
2026-08,nl,technische-informatica,unknown,cpp,1
2026-08,nl,technische-informatica,unknown,cybersecurity,11
2026-08,nl,technische-informatica,unknown,dutch-language,1
2026-08,nl,technische-informatica,unknown,embedded,1
2026-08,nl,technische-informatica,unknown,erp,1
2026-08,nl,technische-informatica,unknown,etl,1
2026-08,nl,technische-informatica,unknown,git,1
2026-08,nl,technische-informatica,unknown,golang,1
2026-08,nl,technische-informatica,unknown,java,1
2026-08,nl,technische-informatica,unknown,kubernetes,1
2026-08,nl,technische-informatica,unknown,linux,3
2026-08,nl,technische-informatica,unknown,python,2
2026-08,nl,technische-informatica,unknown,requirements,4
2026-08,nl,technische-informatica,unknown,spark,3
2026-08,nl,technische-informatica,unknown,sql,3
2026-08,nl,technische-informatica,unknown,stakeholder-management,1
2026-08,nl,technische-informatica,unknown,terraform,2
2026-08,nl,technische-informatica,unknown,windows-server,1
2026-08,p:friesland,all,all,cybersecurity,1
2026-08,p:friesland,all,entry,cybersecurity,1
2026-08,p:friesland,all,junior,cybersecurity,1
2026-08,p:gelderland,all,all,ai-llm,2
2026-08,p:gelderland,all,senior,ai-llm,1
2026-08,p:gelderland,all,unknown,ai-llm,1
2026-08,p:gelderland,informatica,all,ai-llm,2
2026-08,p:gelderland,informatica,senior,ai-llm,1
2026-08,p:gelderland,informatica,unknown,ai-llm,1
2026-08,p:groningen,all,all,cybersecurity,3
2026-08,p:groningen,all,unknown,cybersecurity,3
2026-08,p:groningen,informatica,all,cybersecurity,3
2026-08,p:groningen,informatica,unknown,cybersecurity,3
2026-08,p:groningen,technische-informatica,all,cybersecurity,3
2026-08,p:groningen,technische-informatica,unknown,cybersecurity,3
2026-08,p:noord-brabant,all,all,android,3
2026-08,p:noord-brabant,all,all,azure,2
2026-08,p:noord-brabant,all,all,cpp,1
2026-08,p:noord-brabant,all,all,csharp,1
2026-08,p:noord-brabant,all,all,cybersecurity,3
2026-08,p:noord-brabant,all,all,dotnet,2
2026-08,p:noord-brabant,all,all,embedded,1
2026-08,p:noord-brabant,all,all,ios,3
2026-08,p:noord-brabant,all,all,plc,1
2026-08,p:noord-brabant,all,all,stakeholder-management,2
2026-08,p:noord-brabant,all,all,ux-design,1
2026-08,p:noord-brabant,all,all,windows-server,2
2026-08,p:noord-brabant,all,medior,cybersecurity,1
2026-08,p:noord-brabant,all,senior,csharp,1
2026-08,p:noord-brabant,all,senior,dotnet,1
2026-08,p:noord-brabant,all,senior,stakeholder-management,1
2026-08,p:noord-brabant,all,unknown,android,3
2026-08,p:noord-brabant,all,unknown,azure,2
2026-08,p:noord-brabant,all,unknown,cpp,1
2026-08,p:noord-brabant,all,unknown,cybersecurity,2
2026-08,p:noord-brabant,all,unknown,dotnet,1
2026-08,p:noord-brabant,all,unknown,embedded,1
2026-08,p:noord-brabant,all,unknown,ios,3
2026-08,p:noord-brabant,all,unknown,plc,1
2026-08,p:noord-brabant,all,unknown,stakeholder-management,1
2026-08,p:noord-brabant,all,unknown,ux-design,1
2026-08,p:noord-brabant,all,unknown,windows-server,2
2026-08,p:noord-brabant,business-it-management,all,android,1
2026-08,p:noord-brabant,business-it-management,all,ios,1
2026-08,p:noord-brabant,business-it-management,all,stakeholder-management,1
2026-08,p:noord-brabant,business-it-management,all,windows-server,2
2026-08,p:noord-brabant,business-it-management,senior,stakeholder-management,1
2026-08,p:noord-brabant,business-it-management,unknown,android,1
2026-08,p:noord-brabant,business-it-management,unknown,ios,1
2026-08,p:noord-brabant,business-it-management,unknown,windows-server,2
2026-08,p:noord-brabant,informatica,all,azure,2
2026-08,p:noord-brabant,informatica,all,cpp,1
2026-08,p:noord-brabant,informatica,all,csharp,1
2026-08,p:noord-brabant,informatica,all,cybersecurity,2
2026-08,p:noord-brabant,informatica,all,dotnet,2
2026-08,p:noord-brabant,informatica,all,embedded,1
2026-08,p:noord-brabant,informatica,all,plc,1
2026-08,p:noord-brabant,informatica,all,stakeholder-management,1
2026-08,p:noord-brabant,informatica,medior,cybersecurity,1
2026-08,p:noord-brabant,informatica,senior,csharp,1
2026-08,p:noord-brabant,informatica,senior,dotnet,1
2026-08,p:noord-brabant,informatica,unknown,azure,2
2026-08,p:noord-brabant,informatica,unknown,cpp,1
2026-08,p:noord-brabant,informatica,unknown,cybersecurity,1
2026-08,p:noord-brabant,informatica,unknown,dotnet,1
2026-08,p:noord-brabant,informatica,unknown,embedded,1
2026-08,p:noord-brabant,informatica,unknown,plc,1
2026-08,p:noord-brabant,informatica,unknown,stakeholder-management,1
2026-08,p:noord-brabant,technische-informatica,all,azure,2
2026-08,p:noord-brabant,technische-informatica,all,cpp,1
2026-08,p:noord-brabant,technische-informatica,all,cybersecurity,3
2026-08,p:noord-brabant,technische-informatica,medior,cybersecurity,1
2026-08,p:noord-brabant,technische-informatica,unknown,azure,2
2026-08,p:noord-brabant,technische-informatica,unknown,cpp,1
2026-08,p:noord-brabant,technische-informatica,unknown,cybersecurity,2
2026-08,p:noord-holland,all,all,ai-llm,1
2026-08,p:noord-holland,all,all,aws,5
2026-08,p:noord-holland,all,all,azure,4
2026-08,p:noord-holland,all,all,ci-cd,2
2026-08,p:noord-holland,all,all,cybersecurity,3
2026-08,p:noord-holland,all,all,dutch-language,1
2026-08,p:noord-holland,all,all,erp,3
2026-08,p:noord-holland,all,all,excel,1
2026-08,p:noord-holland,all,all,git,1
2026-08,p:noord-holland,all,all,java,2
2026-08,p:noord-holland,all,all,javascript,2
2026-08,p:noord-holland,all,all,kotlin,1
2026-08,p:noord-holland,all,all,linux,1
2026-08,p:noord-holland,all,all,machine-learning,1
2026-08,p:noord-holland,all,all,nodejs,2
2026-08,p:noord-holland,all,all,php,1
2026-08,p:noord-holland,all,all,python,4
2026-08,p:noord-holland,all,all,react,1
2026-08,p:noord-holland,all,all,requirements,2
2026-08,p:noord-holland,all,all,spark,2
2026-08,p:noord-holland,all,all,sql,1
2026-08,p:noord-holland,all,all,stakeholder-management,1
2026-08,p:noord-holland,all,all,terraform,1
2026-08,p:noord-holland,all,all,typescript,3
2026-08,p:noord-holland,all,all,windows-server,2
2026-08,p:noord-holland,all,medior,php,1
2026-08,p:noord-holland,all,medior,typescript,1
2026-08,p:noord-holland,all,senior,aws,2
2026-08,p:noord-holland,all,senior,azure,1
2026-08,p:noord-holland,all,senior,ci-cd,1
2026-08,p:noord-holland,all,senior,cybersecurity,1
2026-08,p:noord-holland,all,senior,erp,1
2026-08,p:noord-holland,all,senior,excel,1
2026-08,p:noord-holland,all,senior,javascript,1
2026-08,p:noord-holland,all,senior,nodejs,1
2026-08,p:noord-holland,all,senior,python,2
2026-08,p:noord-holland,all,senior,spark,1
2026-08,p:noord-holland,all,senior,typescript,1
2026-08,p:noord-holland,all,unknown,ai-llm,1
2026-08,p:noord-holland,all,unknown,aws,3
2026-08,p:noord-holland,all,unknown,azure,3
2026-08,p:noord-holland,all,unknown,ci-cd,1
2026-08,p:noord-holland,all,unknown,cybersecurity,2
2026-08,p:noord-holland,all,unknown,dutch-language,1
2026-08,p:noord-holland,all,unknown,erp,2
2026-08,p:noord-holland,all,unknown,git,1
2026-08,p:noord-holland,all,unknown,java,2
2026-08,p:noord-holland,all,unknown,javascript,1
2026-08,p:noord-holland,all,unknown,kotlin,1
2026-08,p:noord-holland,all,unknown,linux,1
2026-08,p:noord-holland,all,unknown,machine-learning,1
2026-08,p:noord-holland,all,unknown,nodejs,1
2026-08,p:noord-holland,all,unknown,python,2
2026-08,p:noord-holland,all,unknown,react,1
2026-08,p:noord-holland,all,unknown,requirements,2
2026-08,p:noord-holland,all,unknown,spark,1
2026-08,p:noord-holland,all,unknown,sql,1
2026-08,p:noord-holland,all,unknown,stakeholder-management,1
2026-08,p:noord-holland,all,unknown,terraform,1
2026-08,p:noord-holland,all,unknown,typescript,1
2026-08,p:noord-holland,all,unknown,windows-server,2
2026-08,p:noord-holland,business-it-management,all,erp,1
2026-08,p:noord-holland,business-it-management,all,stakeholder-management,1
2026-08,p:noord-holland,business-it-management,all,windows-server,2
2026-08,p:noord-holland,business-it-management,senior,erp,1
2026-08,p:noord-holland,business-it-management,unknown,stakeholder-management,1
2026-08,p:noord-holland,business-it-management,unknown,windows-server,2
2026-08,p:noord-holland,informatica,all,ai-llm,1
2026-08,p:noord-holland,informatica,all,aws,5
2026-08,p:noord-holland,informatica,all,azure,4
2026-08,p:noord-holland,informatica,all,ci-cd,2
2026-08,p:noord-holland,informatica,all,cybersecurity,3
2026-08,p:noord-holland,informatica,all,dutch-language,1
2026-08,p:noord-holland,informatica,all,excel,1
2026-08,p:noord-holland,informatica,all,git,1
2026-08,p:noord-holland,informatica,all,java,2
2026-08,p:noord-holland,informatica,all,javascript,2
2026-08,p:noord-holland,informatica,all,kotlin,1
2026-08,p:noord-holland,informatica,all,linux,1
2026-08,p:noord-holland,informatica,all,machine-learning,1
2026-08,p:noord-holland,informatica,all,nodejs,2
2026-08,p:noord-holland,informatica,all,php,1
2026-08,p:noord-holland,informatica,all,python,4
2026-08,p:noord-holland,informatica,all,react,1
2026-08,p:noord-holland,informatica,all,spark,2
2026-08,p:noord-holland,informatica,all,sql,1
2026-08,p:noord-holland,informatica,all,terraform,1
2026-08,p:noord-holland,informatica,all,typescript,3
2026-08,p:noord-holland,informatica,medior,php,1
2026-08,p:noord-holland,informatica,medior,typescript,1
2026-08,p:noord-holland,informatica,senior,aws,2
2026-08,p:noord-holland,informatica,senior,azure,1
2026-08,p:noord-holland,informatica,senior,ci-cd,1
2026-08,p:noord-holland,informatica,senior,cybersecurity,1
2026-08,p:noord-holland,informatica,senior,excel,1
2026-08,p:noord-holland,informatica,senior,javascript,1
2026-08,p:noord-holland,informatica,senior,nodejs,1
2026-08,p:noord-holland,informatica,senior,python,2
2026-08,p:noord-holland,informatica,senior,spark,1
2026-08,p:noord-holland,informatica,senior,typescript,1
2026-08,p:noord-holland,informatica,unknown,ai-llm,1
2026-08,p:noord-holland,informatica,unknown,aws,3
2026-08,p:noord-holland,informatica,unknown,azure,3
2026-08,p:noord-holland,informatica,unknown,ci-cd,1
2026-08,p:noord-holland,informatica,unknown,cybersecurity,2
2026-08,p:noord-holland,informatica,unknown,dutch-language,1
2026-08,p:noord-holland,informatica,unknown,git,1
2026-08,p:noord-holland,informatica,unknown,java,2
2026-08,p:noord-holland,informatica,unknown,javascript,1
2026-08,p:noord-holland,informatica,unknown,kotlin,1
2026-08,p:noord-holland,informatica,unknown,linux,1
2026-08,p:noord-holland,informatica,unknown,machine-learning,1
2026-08,p:noord-holland,informatica,unknown,nodejs,1
2026-08,p:noord-holland,informatica,unknown,python,2
2026-08,p:noord-holland,informatica,unknown,react,1
2026-08,p:noord-holland,informatica,unknown,spark,1
2026-08,p:noord-holland,informatica,unknown,sql,1
2026-08,p:noord-holland,informatica,unknown,terraform,1
2026-08,p:noord-holland,informatica,unknown,typescript,1
2026-08,p:noord-holland,technische-informatica,all,aws,2
2026-08,p:noord-holland,technische-informatica,all,azure,4
2026-08,p:noord-holland,technische-informatica,all,ci-cd,2
2026-08,p:noord-holland,technische-informatica,all,cybersecurity,3
2026-08,p:noord-holland,technische-informatica,all,dutch-language,1
2026-08,p:noord-holland,technische-informatica,all,excel,1
2026-08,p:noord-holland,technische-informatica,all,git,1
2026-08,p:noord-holland,technische-informatica,all,linux,1
2026-08,p:noord-holland,technische-informatica,all,python,2
2026-08,p:noord-holland,technische-informatica,all,requirements,2
2026-08,p:noord-holland,technische-informatica,all,spark,1
2026-08,p:noord-holland,technische-informatica,all,sql,1
2026-08,p:noord-holland,technische-informatica,all,terraform,1
2026-08,p:noord-holland,technische-informatica,senior,aws,1
2026-08,p:noord-holland,technische-informatica,senior,azure,1
2026-08,p:noord-holland,technische-informatica,senior,ci-cd,1
2026-08,p:noord-holland,technische-informatica,senior,cybersecurity,1
2026-08,p:noord-holland,technische-informatica,senior,excel,1
2026-08,p:noord-holland,technische-informatica,senior,python,1
2026-08,p:noord-holland,technische-informatica,unknown,aws,1
2026-08,p:noord-holland,technische-informatica,unknown,azure,3
2026-08,p:noord-holland,technische-informatica,unknown,ci-cd,1
2026-08,p:noord-holland,technische-informatica,unknown,cybersecurity,2
2026-08,p:noord-holland,technische-informatica,unknown,dutch-language,1
2026-08,p:noord-holland,technische-informatica,unknown,git,1
2026-08,p:noord-holland,technische-informatica,unknown,linux,1
2026-08,p:noord-holland,technische-informatica,unknown,python,1
2026-08,p:noord-holland,technische-informatica,unknown,requirements,2
2026-08,p:noord-holland,technische-informatica,unknown,spark,1
2026-08,p:noord-holland,technische-informatica,unknown,sql,1
2026-08,p:noord-holland,technische-informatica,unknown,terraform,1
2026-08,p:overijssel,all,all,ai-llm,1
2026-08,p:overijssel,all,all,cpp,1
2026-08,p:overijssel,all,all,python,1
2026-08,p:overijssel,all,unknown,ai-llm,1
2026-08,p:overijssel,all,unknown,cpp,1
2026-08,p:overijssel,all,unknown,python,1
2026-08,p:overijssel,informatica,all,ai-llm,1
2026-08,p:overijssel,informatica,all,cpp,1
2026-08,p:overijssel,informatica,all,python,1
2026-08,p:overijssel,informatica,unknown,ai-llm,1
2026-08,p:overijssel,informatica,unknown,cpp,1
2026-08,p:overijssel,informatica,unknown,python,1
2026-08,p:utrecht,all,all,azure,1
2026-08,p:utrecht,all,all,ci-cd,1
2026-08,p:utrecht,all,all,cpp,1
2026-08,p:utrecht,all,all,cybersecurity,1
2026-08,p:utrecht,all,all,embedded,1
2026-08,p:utrecht,all,all,erp,1
2026-08,p:utrecht,all,all,linux,1
2026-08,p:utrecht,all,all,networking,1
2026-08,p:utrecht,all,all,php,1
2026-08,p:utrecht,all,all,stakeholder-management,1
2026-08,p:utrecht,all,all,windows-server,2
2026-08,p:utrecht,all,senior,azure,1
2026-08,p:utrecht,all,senior,ci-cd,1
2026-08,p:utrecht,all,senior,cybersecurity,1
2026-08,p:utrecht,all,senior,stakeholder-management,1
2026-08,p:utrecht,all,senior,windows-server,1
2026-08,p:utrecht,all,unknown,cpp,1
